,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone
22,22,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(1, 2), [1, 3], [1, 4], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [2, 11], [2, 12], [3, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[3],"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",1,"(1, 2)","(3, 12)","(13, 4)",rect,2.0,12.0,4.0,8.0
23,23,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(1, 2), [2, 2], [3, 2], [4, 2], [5, 2], [5, 0], [6, 0], [7, 0], [7, 2], [8, 2], [9, 2], [9, 1], [10, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]","[5, 8]","[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2]",2,"(1, 2)","(5, 12)","(10, 1)",midLine,4.0,10.0,6.0,4.0
24,24,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(2, 13), [2, 12], [2, 11], [2, 10], [2, 9], [2, 8], [2, 7], [2, 6], [3, 6], [3, 5], [4, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(2, 13)","(4, 5)","(12, 11)",rect,2.0,10.0,2.0,8.0
25,25,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(3, 12), [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 13], [9, 12], [10, 12], [10, 11], [12, 11], [12, 10], [11, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (-1, 0)]","[6, 10]","[0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0]",2,"(3, 12)","(5, 2)","(11, 10)",rect,2.0,10.0,2.0,8.0
26,26,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(10, 10), [10, 9], [10, 8], [10, 7], [10, 6], [10, 8], [10, 7], [10, 6], [10, 5], [9, 5], [9, 4], [8, 4], [8, 3], [7, 3], [7, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[5],"[0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2]",1,"(10, 10)","(3, 6)","(7, 2)",expRect,0.0,11.0,4.0,19.0
27,27,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(12, 1), [11, 1], [10, 1], [9, 1], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [4, 3], [3, 3], [3, 4], [2, 4], [2, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[4],"[0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 0]",1,"(12, 1)","(8, 11)","(2, 5)",expRect,0.0,14.0,6.0,24.0
28,28,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 10), [1, 9], [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [2, 6], [3, 6], [4, 6], [5, 6], [5, 5], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,"(1, 10)","(7, 6)","(5, 4)",expRect,0.0,10.0,2.0,24.0
29,29,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(2, 3), [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [1, 12], [2, 12], [3, 12], [4, 12], [4, 13], [5, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[9],"[0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 2, 0]",1,"(2, 3)","(11, 7)","(5, 13)",expRect,0.0,13.0,6.0,19.0
30,30,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(2, 2), [2, 3], [2, 4], [2, 5], [2, 6], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[5],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(2, 2)","(2, 8)","(11, 1)",none,4.0,6.0,6.0,0.0
31,31,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 2), [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [2, 9], [2, 10], [3, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(1, 2)","(3, 10)","(13, 4)",rect,4.0,10.0,2.0,8.0
32,32,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(3, 5), [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [8, 6], [8, 4], [9, 4], [10, 4], [11, 4], [12, 4], [12, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[7, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,"(3, 5)","(12, 3)","(13, 8)",midLine,2.0,11.0,2.0,9.0
33,33,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(1, 12), [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [2, 5], [4, 5], [4, 4], [4, 3], [5, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]",[9],"[0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 0]",1,"(1, 12)","(11, 9)","(5, 3)",expRect,0.0,13.0,6.0,19.0
34,34,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 7), [1, 8], [0, 7], [0, 8], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13], [1, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[2, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2,"(1, 7)","(1, 13)","(7, 5)",none,2.0,6.0,6.0,0.0
35,35,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[(4, 5), [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [10, 4], [11, 4], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 2]",0,"(4, 5)","(9, 13)","(11, 3)",midLine,4.0,9.0,4.0,5.0
36,36,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 12), [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [2, 7], [3, 7], [3, 6], [4, 6], [4, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 2, 2, 0, 0, 2, 0, 2]",0,"(1, 12)","(8, 9)","(4, 5)",expRect,0.0,10.0,4.0,15.0
37,37,softmaxBeta-1_13,"[0, 1, 1, 1, 1]","[(2, 7), [2, 8], [2, 9], [2, 10], [2, 11], [2, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[6, 5]","[1, 1, 1, 1, 1]",2,"(2, 7)","(2, 13)","(12, 7)",none,4.0,6.0,6.0,0.0
38,38,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(3, 1), [4, 1], [5, 1], [6, 1], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2], [13, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[4],"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]",1,"(3, 1)","(5, 13)","(13, 3)",rect,2.0,12.0,4.0,8.0
39,39,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 1, 1, 1]","[(1, 9), [1, 10], [1, 11], [2, 11], [3, 11], [3, 12], [4, 12], [4, 13], [5, 13]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[1, 1, 0, 0, 1, 0, 1, 0]",0,"(1, 9)","(5, 13)","(13, 9)",straightLine,4.0,8.0,4.0,4.0
40,40,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1]","[(4, 5), [5, 5], [6, 5], [7, 5], [8, 5], [10, 5], [10, 4], [10, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]","[8, 5]","[0, 0, 0, 0, 0, 1, 1]",2,"(4, 5)","(10, 3)","(12, 7)",midLine,2.0,8.0,2.0,6.0
41,41,softmaxBeta-1_13,"[1, 1, 1, 1, 1]","[(7, 6), [7, 5], [9, 5], [9, 4], [9, 3], [9, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[2],"[2, 2, 2, 2, 2]",1,"(7, 6)","(7, 12)","(9, 2)",none,0.0,6.0,6.0,0.0
42,42,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1]","[(8, 2), [9, 3], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [8, 7], [8, 8]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]","[1, 2]","[2, 2, 1, 1, 1, 1, 0, 1]",2,"(8, 2)","(8, 8)","(13, 1)",none,0.0,6.0,6.0,0.0
43,43,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(1, 5), [1, 6], [1, 7], [1, 8], [1, 9], [3, 9], [3, 10], [3, 11], [3, 12], [3, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[5],"[0, 0, 1, 1, 1, 1, 1, 1, 1]",1,"(1, 5)","(3, 13)","(11, 7)",rect,2.0,10.0,2.0,8.0
44,44,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 1, 1]",0,"(4, 7)","(8, 5)","(9, 10)",midLine,2.0,6.0,2.0,4.0
45,45,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(1, 8), [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 9], [10, 9], [11, 9], [11, 10], [12, 10], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,"(1, 8)","(11, 6)","(12, 11)",midLine,2.0,12.0,2.0,10.0
46,46,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(5, 13), [6, 13], [7, 13], [8, 13], [9, 13], [10, 13], [11, 13], [12, 13], [10, 13], [11, 13], [10, 12], [11, 12], [12, 12], [13, 12], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[8, 10]","[0, 0, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0]",2,"(5, 13)","(7, 3)","(13, 11)",rect,2.0,10.0,2.0,8.0
47,47,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 1, 1, 1]","[(3, 4), [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,"(3, 4)","(9, 8)","(11, 4)",straightLine,2.0,8.0,2.0,6.0
48,48,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(11, 1), [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [6, 2], [6, 3], [6, 4], [5, 4], [4, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(11, 1)","(6, 6)","(4, 4)",expRect,0.0,10.0,2.0,23.0
49,49,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 8], [13, 8], [13, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",1,"(3, 7)","(13, 3)","(13, 9)",midLine,2.0,12.0,2.0,10.0
50,50,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(11, 8), [12, 9], [12, 8], [12, 7], [12, 9], [12, 8], [12, 7], [12, 6], [11, 6], [10, 6], [10, 5], [9, 5], [9, 4], [8, 4], [8, 3], [8, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1)]","[4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,"(11, 8)","(6, 4)","(8, 2)",expRect,0.0,9.0,2.0,19.0
51,51,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(1, 7), [1, 8], [1, 9], [1, 10], [1, 11], [2, 11], [3, 11], [4, 11], [4, 12], [5, 12], [6, 11], [6, 12], [6, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1)]",[10],"[1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",1,"(1, 7)","(6, 13)","(11, 2)",midLine,4.0,11.0,6.0,5.0
52,52,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(7, 1), [8, 1], [9, 1], [10, 1], [11, 1], [11, 2], [11, 3], [12, 3], [12, 4], [13, 4], [13, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[2, 2, 2, 2, 0, 0, 2, 0, 2, 0]",0,"(7, 1)","(7, 13)","(13, 5)",straightLine,2.0,10.0,6.0,4.0
53,53,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(3, 1), [4, 1], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [6, 6], [8, 6], [8, 7], [7, 7]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0)]","[12, 9]","[2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0]",2,"(3, 1)","(3, 13)","(7, 7)",straightLine,2.0,10.0,4.0,6.0
54,54,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(2, 13), [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [9, 12], [10, 12], [10, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(2, 13)","(4, 1)","(10, 11)",rect,4.0,10.0,2.0,8.0
55,55,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(3, 4), [3, 5], [3, 6], [3, 7], [3, 8], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [4, 12], [5, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[5],"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,"(3, 4)","(5, 12)","(13, 6)",rect,2.0,10.0,2.0,8.0
56,56,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(6, 7), [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 7], [12, 7], [12, 6], [13, 6], [13, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]","[1, 7]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",2,"(6, 7)","(11, 13)","(13, 5)",midLine,2.0,9.0,4.0,5.0
57,57,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 2, 2]","[(4, 9), [5, 9], [6, 9], [7, 9], [8, 8], [9, 8], [10, 8], [11, 8], [11, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 1]",1,"(4, 9)","(11, 7)","(13, 9)",straightLine,0.0,9.0,2.0,7.0
58,58,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(3, 13), [4, 13], [5, 13], [6, 13], [6, 14], [7, 14], [8, 14], [9, 14], [10, 14], [10, 13], [10, 12], [11, 12], [10, 11], [11, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]","[12, 4]","[0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 2, 0, 2]",2,"(3, 13)","(5, 1)","(11, 11)",rect,4.0,10.0,2.0,8.0
59,59,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 6), [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [2, 11], [3, 11], [4, 11], [5, 11], [6, 11], [6, 12], [6, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(1, 6)","(8, 11)","(6, 13)",expRect,0.0,12.0,2.0,35.0
60,60,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 7), [1, 8], [1, 9], [1, 10], [1, 11], [1, 12], [1, 10], [1, 11], [1, 12], [1, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[6],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(1, 7)","(1, 13)","(9, 7)",none,2.0,6.0,6.0,0.0
61,61,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(8, 7), [9, 7], [9, 8], [10, 8], [10, 9], [11, 9], [11, 10], [12, 10], [13, 9], [13, 10]]","[(1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1)]",[8],"[0, 0, 0, 0, 0, 0, 1, 1, 0]",1,"(8, 7)","(13, 10)","(11, 12)",expRect,0.0,8.0,2.0,15.0
62,62,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(7, 5), [7, 6], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 10], [6, 11], [7, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[2],"[1, 1, 1, 1, 1, 1, 0, 1, 0]",1,"(7, 5)","(7, 11)","(12, 2)",none,2.0,6.0,6.0,0.0
63,63,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1]","[(5, 11), [6, 11], [7, 10], [7, 9], [8, 9], [8, 8], [9, 8], [9, 7]]","[(1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[2],"[0, 0, 1, 0, 1, 0, 1]",1,"(5, 11)","(9, 7)","(13, 11)",straightLine,0.0,8.0,4.0,4.0
64,64,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 1), [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [10, 2], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[11],"[0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2]",1,"(1, 1)","(3, 13)","(11, 3)",rect,2.0,12.0,4.0,8.0
65,65,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 0, 1, 1]","[(3, 7), [4, 7], [4, 9], [5, 9], [6, 9], [7, 9], [7, 10], [8, 10], [8, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[2],"[0, 0, 0, 0, 0, 2, 0, 2]",1,"(3, 7)","(8, 5)","(8, 11)",midLine,2.0,7.0,2.0,5.0
66,66,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(10, 3), [9, 3], [8, 3], [7, 3], [6, 3], [5, 3], [6, 2], [5, 2], [5, 3], [5, 4], [5, 5], [4, 5], [4, 6], [3, 6], [2, 6], [2, 7], [1, 7], [1, 8]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2, 0]",1,"(10, 3)","(5, 12)","(1, 8)",expRect,0.0,14.0,4.0,35.0
67,67,softmaxBeta-1_13,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(4, 1), [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [11, 2], [12, 2], [12, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(4, 1)","(6, 13)","(12, 3)",rect,4.0,10.0,2.0,8.0
68,68,softmaxBeta-1_13,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 11), [1, 10], [1, 9], [1, 8], [3, 8], [4, 8], [5, 8], [6, 8], [6, 7], [7, 7], [8, 8], [8, 7], [8, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]","[4, 10]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",2,"(1, 11)","(8, 6)","(4, 2)",expRect,0.0,12.0,4.0,23.0
69,69,softmaxBeta-1_13,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(2, 4), [3, 4], [3, 3], [2, 4], [3, 4], [3, 3], [3, 2], [4, 2], [4, 1], [5, 1]]","[(1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[3],"[2, 2, 2, 2, 2, 2, 2, 2, 2]",1,"(2, 4)","(2, 10)","(5, 1)",none,0.0,6.0,6.0,0.0
70,70,softmaxBeta-1_13,"[0, 0, 0, 0, 0, 1, 1, 1]","[(2, 6), [3, 6], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 1]",1,"(2, 6)","(7, 8)","(11, 4)",midLine,4.0,7.0,2.0,5.0
71,71,softmaxBeta-1_13,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 11), [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [2, 6], [2, 4], [3, 4], [4, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"(1, 11)","(7, 6)","(5, 4)",expRect,0.0,11.0,2.0,29.0
72,72,softmaxBeta-1_13,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 13), [1, 12], [1, 11], [1, 10], [1, 9], [1, 11], [1, 10], [2, 11], [2, 10], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [3, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]","[7, 5]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2,"(1, 13)","(3, 5)","(13, 11)",rect,4.0,10.0,2.0,8.0
