,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone,firstIntentionConsistFinalGoal
92,92,csz,"[1675, 1873, 2056, 2246, 2433, 2621]","[(2, 2), [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[2, 2, 2, 2, 2, 2]",0,"(2, 2)","(2, 8)","(8, 2)",none,0.0,6.0,6.0,0.0,1
93,93,csz,"[1651, 1887, 2086, 2265, 2470, 2693, 3012, 3209, 3433]","[(3, 3), [4, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [10, 2], [11, 2], [11, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[4],"[2, 2, 2, 2, 2, 2, 2, 2, 2]",1,"(3, 3)","(3, 9)","(11, 1)",none,4.0,6.0,6.0,0.0,1
94,94,csz,"[1713, 1889, 2047, 2284, 2463, 2643, 2931, 3177, 3378, 3576]","[(4, 3), [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 2], [11, 2], [11, 3], [11, 4], [12, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]","[6, 10]","[0, 0, 2, 2, 2, 2, 2, 0, 0, 0]",2,"(4, 3)","(6, 13)","(12, 5)",rect,2.0,10.0,2.0,8.0,1
95,95,csz,"[1574, 1854, 2069, 2266, 2452, 2673, 2819, 2998, 3251, 3417]","[(5, 13), [6, 13], [7, 13], [8, 13], [9, 13], [10, 13], [11, 13], [11, 12], [12, 12], [12, 11], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 2, 2, 2, 2, 0, 2, 0, 2]",0,"(5, 13)","(7, 3)","(13, 11)",rect,2.0,10.0,2.0,8.0,1
96,96,csz,"[1888, 2076, 2267, 2336, 2540, 2685, 2844, 3026, 3097, 3263]","[(13, 9), [12, 9], [11, 9], [10, 9], [10, 8], [10, 7], [10, 6], [10, 5], [10, 4], [9, 4], [8, 4]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,"(13, 9)","(8, 4)","(10, 2)",expRect,0.0,10.0,2.0,2.0,1
97,97,csz,"[1618, 1729, 2006, 2274, 2463, 2714, 2826, 3381, 3437]","[(4, 3), [3, 3], [3, 2], [4, 2], [5, 2], [6, 2], [6, 1], [7, 0], [8, 0], [8, 1]]","[(-1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, 1)]",[7],"[0, 2, 0, 2, 2, 2, 2, 2, 0]",1,"(4, 3)","(4, 13)","(8, 1)",none,4.0,6.0,6.0,0.0,1
98,98,csz,"[1609, 1803, 1974, 2136, 2268, 2588, 2708, 2869, 3022, 3219]","[(4, 3), [5, 3], [6, 3], [7, 3], [8, 2], [9, 2], [10, 3], [10, 2], [11, 2], [11, 1], [12, 1]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]","[6, 4]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",2,"(4, 3)","(12, 1)","(12, 7)",midLine,2.0,10.0,2.0,8.0,1
99,99,csz,"[1816, 2095, 2485, 2673, 2810, 2945, 3089, 3242, 3590, 3777, 3934, 4272]","[(1, 13), [2, 13], [3, 13], [4, 13], [5, 13], [5, 12], [6, 12], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2]",0,"(1, 13)","(3, 1)","(11, 11)",rect,2.0,12.0,4.0,8.0,1
100,100,csz,"[1640, 1786, 1951, 2127, 2291, 2459, 2627, 2811, 2960, 3154, 3343, 3450, 3538]","[(12, 3), [13, 3], [12, 3], [11, 3], [10, 3], [8, 3], [7, 3], [7, 4], [7, 5], [7, 6], [6, 6], [5, 6], [5, 7], [4, 7]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[5],"[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2]",1,"(12, 3)","(8, 11)","(4, 7)",expRect,0.0,12.0,4.0,2.0,1
101,101,csz,"[1568, 1658, 1917, 2091, 2227, 2420, 2591, 2753, 2948, 3090, 3380, 3571, 3746, 3990, 4238, 4480]","[(3, 9), [2, 9], [3, 9], [2, 8], [3, 7], [3, 8], [3, 9], [3, 10], [4, 10], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [8, 12], [9, 12], [9, 13]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[4, 3]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",2,"(3, 9)","(9, 13)","(13, 7)",midLine,2.0,10.0,4.0,6.0,1
102,102,csz,"[1593, 1796, 2016, 2218, 2357, 2598]","[(1, 4), [2, 4], [3, 4], [4, 4], [4, 3], [5, 3], [6, 3]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]",[],"[2, 2, 2, 2, 2, 2]",0,"(1, 4)","(1, 12)","(6, 3)",none,2.0,6.0,6.0,0.0,1
103,103,csz,"[1621, 1820, 2003, 2196, 2354, 2559, 2748, 2946, 3118, 3293]","[(3, 11), [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[13],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,"(3, 11)","(9, 3)","(13, 11)",straightLine,4.0,10.0,4.0,6.0,1
104,104,csz,"[1581, 1780, 2007, 2306, 2505, 2620, 2762, 2935, 3099, 3264, 3432, 3623, 3797]","[(7, 10), [8, 10], [9, 10], [10, 10], [10, 9], [10, 8], [11, 9], [11, 8], [11, 7], [11, 9], [11, 8], [11, 7], [11, 6], [11, 5]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[9, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2]",2,"(7, 10)","(13, 7)","(11, 5)",expRect,0.0,9.0,2.0,2.0,1
105,105,csz,"[1643, 1865, 2056, 2294, 2497, 2681, 2847, 3205, 3390, 3590]","[(2, 7), [1, 8], [2, 8], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13], [1, 13], [2, 13]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[3, 1]","[2, 0, 2, 1, 1, 1, 1, 1, 0, 0]",2,"(2, 7)","(2, 13)","(7, 4)",none,2.0,6.0,6.0,0.0,0
106,106,csz,"[1556, 1752, 1940, 2152, 2701, 2923, 3150, 3350]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [12, 8], [12, 9], [13, 9], [13, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 2, 2, 2, 2]",0,"(8, 7)","(12, 3)","(13, 10)",midLine,0.0,8.0,4.0,4.0,1
107,107,csz,"[1532, 1722, 1920, 2097, 2290, 2472, 2670, 2881, 2986, 3196, 3408, 3533, 3872]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [8, 8], [8, 7], [8, 6], [8, 5], [9, 5], [10, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1,"(2, 7)","(10, 5)","(13, 8)",midLine,2.0,10.0,2.0,8.0,1
108,108,csz,"[1753, 2119, 2303, 2514, 2693, 2853, 3004, 3149, 3554, 3729, 3899]","[(1, 1), [2, 1], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 3], [4, 4], [4, 5], [4, 6]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",8,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2]",special,"(1, 1)","(6, 4)","(4, 6)",expRect,0.0,8.0,2.0,2.0,1
0,0,test,"[1659, 1864, 2042, 2264, 2471, 2680, 2785, 2925, 3242, 3493, 3705, 3919, 4095]","[(1, 13), [2, 13], [3, 13], [4, 13], [4, 12], [3, 13], [4, 13], [4, 12], [5, 12], [6, 12], [6, 11], [7, 11], [8, 11], [9, 11]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]",[5],"[0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 2]",1,"(1, 13)","(3, 1)","(9, 11)",rect,4.0,10.0,2.0,8.0,1
1,1,test,"[1568, 1767, 2023, 2194, 2316, 2471, 2639, 2847, 3012, 3149, 3338, 3486, 3639, 3775, 3907]","[(2, 2), [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[2, 2, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0,"(2, 2)","(2, 13)","(12, 7)",straightLine,4.0,11.0,6.0,5.0,0
2,2,test,"[1489, 1580, 1781, 1980, 2153, 2362, 2533, 2743, 2917, 3097, 3271, 3364, 3567, 3804, 4170, 4444]","[(3, 7), [3, 8], [3, 9], [4, 9], [5, 9], [6, 9], [6, 10], [5, 9], [6, 9], [7, 9], [8, 9], [9, 8], [9, 9], [10, 9], [11, 9], [11, 10], [12, 10]]","[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0)]","[11, 7]","[2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",2,"(3, 7)","(9, 1)","(12, 10)",midLine,0.0,12.0,6.0,6.0,1
3,3,test,"[1528, 1723, 2082, 2239, 2390, 2532, 2679, 2814, 2962, 3116, 3271, 3366, 3496]","[(1, 2), [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [3, 10], [3, 11], [3, 12]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1)]",[6],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(1, 2)","(3, 12)","(13, 4)",rect,2.0,12.0,4.0,8.0,1
4,4,test,"[1792, 1956, 2110, 2250, 2378, 2502, 2641, 2892, 2992, 3336]","[(7, 4), [7, 5], [7, 6], [5, 6], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [6, 12], [7, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[3, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",2,"(7, 4)","(7, 12)","(10, 1)",none,2.0,6.0,6.0,0.0,1
5,5,test,"[1599, 1848, 2035, 2205, 2435, 2591, 2788, 2932, 3038, 3226]","[(9, 4), [10, 4], [9, 4], [8, 4], [7, 4], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,"(9, 4)","(6, 9)","(4, 7)",expRect,0.0,8.0,2.0,2.0,1
6,6,test,"[1753, 2119, 2303, 2514, 2693, 2853, 3004, 3149, 3554, 3729, 3899]","[(1, 1), [2, 1], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 3], [4, 4], [4, 5], [4, 6]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",8,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2]",special,"(1, 1)","(6, 4)","(4, 6)",expRect,0.0,8.0,2.0,2.0,1
7,0,test,"[1874, 2098, 2314, 2442, 2658, 2802, 3042, 3210, 3394, 3546]","[(2, 13), [3, 13], [4, 13], [5, 13], [5, 12], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 2, 0, 0, 2, 2, 2, 2, 2]",0,"(2, 13)","(4, 1)","(10, 11)",rect,4.0,10.0,2.0,8.0,1
8,1,test,"[1876, 2076, 2260, 2604, 2812, 2980, 3140, 3292, 3411, 3900]","[(2, 1), [2, 2], [2, 3], [3, 3], [4, 3], [4, 4], [4, 6], [4, 7], [3, 8], [3, 9], [4, 9]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[8, 6]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",2,"(2, 1)","(4, 9)","(12, 3)",rect,2.0,10.0,2.0,8.0,1
9,2,test,"[1727, 1895, 2071, 2231, 2391, 2544, 2727, 2895, 3023, 3207, 3367, 3551, 3671]","[(6, 11), [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [7, 6], [8, 6], [9, 6], [10, 5], [10, 4], [10, 3], [10, 2], [9, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",1,"(6, 11)","(13, 6)","(9, 2)",expRect,0.0,12.0,4.0,23.0,1
10,3,test,"[1684, 1884, 2124, 2284, 2452, 2596, 2772, 3172, 3436, 3628]","[(3, 12), [4, 12], [5, 12], [5, 11], [7, 11], [9, 11], [9, 10], [9, 9], [10, 9], [11, 9], [11, 10]]","[(1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, 1)]","[5, 4]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2]",2,"(3, 12)","(5, 2)","(11, 10)",rect,2.0,10.0,2.0,8.0,0
11,4,test,"[1595, 1763, 1971, 2211, 2467, 2827, 3083, 3243, 3387, 3563, 3731, 3875, 4011, 4139, 4275]","[(3, 3), [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13]]","[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",1,"(3, 3)","(13, 7)","(7, 13)",expRect,0.0,14.0,6.0,24.0,1
12,5,test,"[1909, 2068, 2220, 2364, 2516, 2644]","[(5, 2), [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(5, 2)","(5, 8)","(11, 2)",none,0.0,6.0,6.0,0.0,1
13,6,test,"[1659, 1835, 1995, 2147, 2291, 2427, 2579, 2724, 2908, 3052, 3228, 3380, 3516]","[(3, 3), [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [3, 12], [4, 12], [5, 12], [6, 12], [7, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0]",0,"(3, 3)","(13, 6)","(7, 12)",expRect,0.0,13.0,6.0,19.0,1
14,7,test,"[1768, 1928, 2080, 2216, 2376, 2496, 2664, 3192]","[(5, 5), [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [6, 12], [5, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 1, 1, 1]",1,"(5, 5)","(5, 12)","(11, 10)",straightLine,4.0,7.0,2.0,5.0,1
15,8,test,"[1810, 1986, 2130, 2314, 2490, 2810, 2962, 3114, 3290, 3450, 3618, 3794, 3970, 4130, 4290, 4450]","[(12, 2), [11, 2], [10, 2], [9, 2], [8, 2], [7, 2], [5, 2], [5, 3], [5, 4], [5, 5], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[10, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",2,"(12, 2)","(7, 11)","(1, 5)",expRect,0.0,14.0,6.0,23.0,1
16,9,test,"[1792, 1975, 2143, 2287, 2423, 2551, 2736, 2879, 3055, 3199, 3511, 3663, 3855, 4119]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [10, 7], [10, 8], [10, 9], [10, 10], [9, 10], [9, 11], [9, 12], [9, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1)]",[7],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(4, 7)","(9, 13)","(13, 7)",straightLine,2.0,9.0,4.0,5.0,1
17,10,test,"[1685, 1861, 2029, 2173, 2341, 2469, 2621, 2782, 2886, 3038, 3278, 3526]","[(3, 5), [4, 5], [5, 5], [6, 5], [6, 6], [6, 7], [7, 7], [7, 8], [8, 7], [8, 8], [9, 8], [10, 8], [10, 9]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1)]",[8],"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",1,"(3, 5)","(10, 9)","(13, 2)",midLine,2.0,11.0,4.0,7.0,1
18,11,test,"[1618, 1706, 1898, 2146, 2274, 2418, 2554, 2730, 2882, 3010, 3186, 3450, 3594, 3786, 3930]","[(3, 5), [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [11, 7], [11, 8], [11, 9], [11, 10], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",1,"(3, 5)","(11, 1)","(12, 10)",midLine,2.0,12.0,4.0,8.0,1
19,12,test,"[1619, 1851, 2027, 2163, 2299, 2443, 2603, 2739, 2883, 3027, 3163, 3314, 3483, 3619, 3779, 3931, 4066, 4578, 4738, 4906, 5050, 5122, 5322, 5506]","[(2, 10), [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [7, 9], [7, 8], [7, 7], [7, 9], [7, 8], [7, 7], [7, 6], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [12, 4], [12, 5], [11, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (-1, 0)]","[13, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 0, 1, 1, 0]",2,"(2, 10)","(11, 5)","(7, 1)",expRect,0.0,14.0,4.0,35.0,0
20,13,test,"[1664, 1992, 2152, 2312, 2440, 2600, 2728, 2880, 3024, 3192, 3360, 3496, 3632]","[(5, 6), [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [12, 5], [12, 6], [12, 7], [12, 8], [12, 9], [12, 10]]","[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",0,"(5, 6)","(12, 10)","(13, 1)",midLine,2.0,11.0,4.0,7.0,0
21,14,test,"[1663, 1871, 2087, 2303, 2535, 2703, 2855, 2991, 3151, 3311, 3439, 3583, 3727]","[(1, 10), [0, 11], [1, 11], [2, 11], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [3, 3], [3, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,"(1, 10)","(3, 2)","(11, 8)",rect,2.0,10.0,2.0,8.0,1
22,15,test,"[1635, 1811, 2139, 2307, 2491, 2643, 2803, 2955, 3099, 3308, 3483, 3651, 3787, 3947, 4131]","[(4, 2), [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 8], [4, 9], [4, 10], [5, 10], [6, 11], [7, 11], [8, 11], [9, 11], [9, 10]]","[(-1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[7, 11]","[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0]",2,"(4, 2)","(13, 6)","(9, 10)",expRect,0.0,13.0,4.0,29.0,1
23,16,test,"[1684, 1852, 2004, 2172, 2316, 2460, 2652, 2836, 2916]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 6], [7, 5], [8, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0]",0,"(1, 7)","(8, 5)","(12, 7)",straightLine,2.0,9.0,2.0,7.0,1
24,17,test,"[1388, 1571, 1771, 1963, 2131, 2307, 2483, 2691, 2859, 3091, 3299, 3355, 3523, 3715, 3899, 4083]","[(13, 1), [14, 1], [14, 1], [13, 1], [12, 1], [11, 1], [12, 2], [11, 2], [10, 2], [9, 2], [9, 3], [9, 4], [8, 4], [8, 5], [8, 6], [8, 7], [8, 8]]","[(1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",1,"(13, 1)","(8, 8)","(4, 4)",expRect,0.0,12.0,4.0,23.0,1
25,18,test,"[1924, 2100, 2260, 2404, 2564, 2844, 3076, 3252, 3404, 3564, 3716]","[(1, 9), [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1,"(1, 9)","(7, 13)","(12, 6)",midLine,4.0,10.0,4.0,6.0,1
26,19,test,"[1787, 1955, 2123, 2299, 2483, 2667, 3003, 3219, 3402, 3562, 3754, 3947, 4106, 4234, 4466, 4634]","[(13, 13), [12, 13], [11, 13], [10, 13], [9, 13], [8, 13], [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [6, 9], [5, 9], [5, 8], [4, 8], [3, 8], [2, 8]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",0,"(13, 13)","(2, 8)","(8, 2)",expRect,0.0,16.0,6.0,35.0,1
27,20,test,"[1688, 1888, 2144, 2320, 2488, 2704, 3112, 3304, 3488, 3648, 3800, 4104, 4288, 4432, 4592, 4776]","[(4, 13), [5, 14], [5, 13], [5, 12], [5, 11], [6, 11], [7, 11], [8, 11], [7, 10], [8, 10], [8, 11], [9, 11], [10, 11], [11, 11], [11, 12], [11, 13], [12, 13]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0)]","[1, 8]","[1, 0, 1, 1, 0, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2]",2,"(4, 13)","(8, 5)","(12, 13)",straightLine,4.0,8.0,4.0,4.0,0
